Domains,Revenue,Employees,Industry,Class,Discover - Events,Discover - Overall Score,Event Count
cocoasphaltengineering.com,29820,136,Education,0,"Date: 01/11/2023
Type: launches
Event: Leger360 launches Canadian edition of City Index specialized study.
URL: https://leger360.com/events/city-index-2023-from-a-silent-majority-to-a-vocal-minority/

Date: 17/07/2023
Type: Hires
Event: Leger360 hired Pat DePietto as Executive Vice-President on Jan 1st '23.
URL: https://leger360.com/press-release/pat-depietto-named-to-2023-insight250-list/

Date: 05/07/2023
Type: Hires
Event: Leger360 hires Stephen Honovich as vice-president, research.
URL: https://leger360.com/press-release/stephen-honovich-joins-leger-as-vice-president-research-u-s/

Date: 27/03/2023
Type: Hires
Event: Leger360 hires Sandie Sparkman as chief growth officer.
URL: https://leger360.com/press-release/leger-appoints-three-new-members-to-its-executive-board/

Date: 24/03/2023
Type: Promotes
Event: Leger360 promotes Sandie Sparkman to Chief Technology Officer.
URL: https://www.mrweb.com/drno/news34795.htm",Excellent,5
mott.ca,81361,300,Real Estate,0,,Good,0
shawgroupltd.com,91431,437,Insurance,0,,Good,0
arevaresources.ca,29480,120,Organizations,0,"Date: 06/02/2023
Type: partners_with
Event: Shaw Group partners with Halifax Partnership.
URL: https://halifaxpartnership.com/news/article/work-force-diversification-key-to-future-growth",Good,1
builtbybarrette.com,9935,8,Insurance,0,,Good,0
tarponenergy.com,99296,958,Education,0,,Good,0
pwc.ca,2706853,6000,Insurance,0,,Good,0
saxonservices.com,14577,27,Organizations,0,"Date: 17/10/2023
Type: hires
Event: Pratt & Whitney Canada Corp. hires Duncan Aviation.
URL: https://babta.org/content.php?page=Travel_News_from_PR_Newswire&rkey=20231018NE41858&filter=15623

Date: 11/10/2023
Type: Partners With
Event: H55 partners with Pratt & Whitney Canada Corp..
URL: https://www.avfoil.com/gadgets-tech/h55-begins-construction-of-north-american-premises-in-montreal-area

Date: 20/09/2023
Type: Partners With
Event: Gknaerospace partners with Pratt & Whitney Canada Corp..
URL: https://www.aerospacetestinginternational.com/news/gkn-aerospace-and-pratt-whitney-canada-sign-agreement-on-hybrid-electric-flight-demonstrator-project.html

Date: 25/05/2023
Type: Launches
Event: Pratt & Whitney Canada Corp. launched PW545D turbofan engine on May 25th '23.
URL: https://www.avweb.com/ownership/engines/pratt-whitney-introduces-pw545d-engine/

Date: 17/05/2023
Type: Invests Into Assets
Event: Pratt & Whitney Canada Corp. invests into assets: facility in the amount of $10M in Wichita Falls, Texas, United States.
URL: https://www.mrobusinesstoday.com/raytheon-technologies-announces-pratt-whitney-canadas-10-million-investment-plans-in-texas-facility/",Good,5
barrettestructural.com,190100,700,Media & Internet,0,,Good,0
univarcanada.com,781,4,Media & Internet,0,,Good,0
thebynggroup.com,152901,624,Media & Internet,0,,Good,0
wsiworld.com,28904,40,Education,0,,Good,0
oxfordfrozenfoods.com,50787,88,Construction,0,"Date: 29/07/2023
Type: partners_with
Event: BlueCamroo Inc. partners with wsiworld.com.
URL: https://www.bluecamroo.com/BlueCamroo-Wins-Major-Contract-with-Global-Internet-Consulting-Leader-WSI",Good,1
alzient.com,0,0,Construction,0,,Good,0
rfa.ca,33701,179,Construction,0,,Good,0
bricon.ca,7964,22,Insurance,0,,Excellent,0
concordiapharma.ca,34339,153,Construction,0,,Good,0
tomlinsongroup.com,57487,275,0,0,,Good,0
awincomefund.ca,37470,3174,Construction,0,,Good,0
pratts.ca,20564,117,Education,0,"Date: 09/11/2023
Type: receives_award
Event: Income Fund received award LSEG Lipper Fund Awards Canada 2023 Winner on Nov 10th '23.
URL: https://finance.yahoo.com/news/penderfund-receives-industry-recognition-strong-140000080.html

Date: 15/08/2023
Type: Partners With
Event: Madison Investment Advisors, LLC partners with Income Fund.
URL: https://www.etftrends.com/madison-investments-enters-etf-arena-active-income-fund/

Date: 16/07/2023
Type: Partners With
Event: Income Fund partners with MS Canada.
URL: https://awincomefund.mediaroom.com/2023-07-17-A-W-Canada-Celebrates-15th-Annual-Burgers-to-Beat-MS-Day-in-Support-of-MS-Canada-on-August-17",Good,3
scotiarecyclinggroup.com,27792,44,Construction,0,,Good,0
seprotech.com,3254,15,Education,0,,Good,0
joeys.ca,13008,77,Media & Internet,0,,Good,0
sorbara.com,32123,113,Law Firms & Legal Services,0,,Good,0
cadrail.ca,78857,438,Manufacturing,0,,Good,0
itwconstruction.ca,15998,58,Insurance,0,,Good,0
madisongroup.ca,29528,108,Insurance,0,,Good,0
kissner.com,19984,79,Construction,0,,Good,0
relo.jp,1127711,4208,Manufacturing,0,"Date: 04/04/2023
Type: acquires
Event: Stone Canyon, Llc acquired The Kissner Group on Mar 1st '20.
URL: https://windsorstar.com/news/local-news/windsor-salt-workers-rally-as-strike-enters-sixth-week-talks-resume

Date: 28/02/2023
Type: Is Developing
Event: The Kissner Group is developing Cardinal Seminar on Astronomy in Society: Eclipses.
URL: https://www.pressrepublican.com/news/celestial-occurrence-spark-celebrations-at-suny/article_4134a27a-b87f-11ed-8a6a-53c136269b69.html",Good,2
capri.ca,6943,5,Manufacturing,0,,Good,0
idlprojects.com,17351,72,Manufacturing,0,,Good,0
scotiainvestments.ca,13728,14,Business Services,0,,Good,0
theprincessautofoundation.com,1079,13,Minerals & Mining,0,,Good,0
champandpepper.com,2186,7,Government,0,,Good,0
magnainsurance.ca,3080,10,Manufacturing,0,,Good,0
transelec.com,636524,1000,"Energy, Utilities & Waste",0,,Good,0
ndt-global.com,170048,524,Law Firms & Legal Services,0,,Good,0
municipalgroup.com,2546095,4000,Education,0,,Excellent,0
alliedghi.com,11452,95,Manufacturing,0,,Good,0
roxgold.com,39574,488,Business Services,0,,Good,0
tmacresources.com,20157,169,Business Services,0,"Date: 26/01/2023
Type: acquires
Event: Fortuna Silver Mines Inc. acquired Roxgold Inc. for $311M on Jan 1st '21.
URL: https://finance.yahoo.com/news/fortuna-announces-positive-construction-decision-090000110.html",Good,1
humptys.com,13347,20,Business Services,0,,Good,0
skf.ca,3356,7,Software,0,,Good,0
fortgarryindustries.com,114400,487,Software,0,,Good,0
williamsongroup.com,1715,7,Business Services,0,"Date: 26/10/2023
Type: expands_facilities
Event: Fort Garry Industries expanded facilities to Nova Scotia, Canada on Oct 27th '23.
URL: https://www.truckpartsandservice.com/business/article/15637411/fort-garry-expands-presence-in-nova-scotia",Good,1
gisborne.com,78686,384,Holding Companies & Conglomerates,0,,Good,0
tatacommunications.com,2135662,13232,Construction,0,"Date: 17/08/2023
Type: hires
Event: The Gisborne Group hires Jack Reaper.
URL: https://bendigofnl.com.au/news-archive/bfnl-round-17-football-preview-hawks-eye-ending-dogs-run-in-borough",Good,1
lilydale.com,888607,2734,Construction,0,"Date: 06/11/2023
Type: partners_with
Event: KrisShop Pte. Ltd. partners with Tata Communications Limited.
URL: http://fairmontshanghaihotel.cn/newsdetail-753775.html

Date: 06/11/2023
Type: Partners With
Event: Tata Communications Limited partners with Mothership.
URL: https://www.thehindubusinessline.com/markets/tata-communications-partners-with-singapore-airlines/article67507752.ece

Date: 05/11/2023
Type: Partners With
Event: Singapore Airlines partnered with Tata Communications Limited on Nov 14th '23.
URL: https://www.cnbctv18.com/market/stock-market-live-updates-nifty-50-sensex-today-nykaa-bajaj-finance-cipla-gland-sobha-shares-liveblog-18258561.htm

Date: 12/10/2023
Type: Leaves
Event: Ina Bajwa left Tata Communications Limited as Vice President of HR on Oct 1st '23.
URL: https://www.hrkatha.com/people/movement/ina-bajwa-moves-on-from-her-role-as-vp-hr-at-tata-communications/

Date: 06/10/2023
Type: Acquires
Event: Tata Communications Limited acquired Kaleyra on Oct 5th '23.
URL: https://gotofinds.com/news/tata-communications-completes-acquisition-of-us-based-firm-kaleyra/",Good,5
pacificinsight.com,94493,343,Media & Internet,0,,Good,0
cityparksf.com,7431,124,Business Services,0,,Good,0
novacap.ca,94000,73,Consumer Services,0,,Good,0
chinagoldintl.com,1169307,2090,Finance,0,"Date: 07/11/2023
Type: partners_with
Event: Lewis & Ellis Inc partnered with Novacap Management Inc. on Nov 8th '23.
URL: https://finance.yahoo.com/news/lewis-ellis-partners-novacap-accelerate-130000899.html

Date: 12/08/2023
Type: Acquires
Event: Novacap Management Inc. acquires Cadent Technologies Corp..
URL: https://www.exchangewire.com/blog/2023/08/13/disney-ad-tier-expands-cadent-to-be-acquired-by-novacap/?utm_source=Kochava.com&utm_medium=News&utm_content=https://media-index.kochava.com/news

Date: 08/08/2023
Type: Acquires
Event: Novacap Management Inc. acquired Cadent for $600M on Aug 9th '23.
URL: https://www.businessinsider.com/novacap-acquires-tv-adtech-company-cadent-private-equity-2023-8

Date: 11/07/2023
Type: Promotes
Event: Novacap Management Inc. promotes Jean-François Routhier to Managing Partner.
URL: https://novacap.ca/news/template-10/

Date: 23/05/2023
Type: Receives Award
Event: Novacap Management Inc. receives award 2023 CVCA PE Regional Impact Award.
URL: https://novacap.ca/news/template-8/",Good,5
triplemhousing.com,38030,64,Manufacturing,0,,Good,0
emconservices.org,43830,240,Manufacturing,0,"Date: 05/01/2023
Type: acquires
Event: Atco Ltd acquires Triple M Housing Ltd..
URL: https://globalnews.ca/news/9391016/atco-alberta-modular-home-manufacturer/",Good,1
doran.ca,14705,17,Business Services,0,,Good,0
greggdistributors.ca,202668,596,Business Services,0,"Date: 28/09/2023
Type: expands_offices_to
Event: Doran expands offices to Chicago, Illinois, United States.
URL: https://www.johnsoncitypress.com/obituary/vida-juanita-bunting/article_f5d960ea-5f04-11ee-97fb-e7b2dfbb54df.html",Good,1
rrcoop.com,28073,34,Manufacturing,0,,Good,0
canderel.com,666037,650,Education,0,,Good,0
labradorironore.com,207684,2453,Finance,0,"Date: 22/09/2023
Type: invests_into_assets
Event: Canderel Group invested into assets: 1.3-acre property on Jan 1st '21.
URL: https://dailyhive.com/vancouver/3965-north-road-burnaby-towers-canderel

Date: 15/09/2023
Type: Launches
Event: Canderel Group launches RNZ building decarbonization service.
URL: https://sustainablebiz.ca/canderel-launches-rnz-building-decarbonization-service

Date: 05/09/2023
Type: Launches
Event: Canderel Group launches Road to Net-Zero.
URL: https://www.newswire.ca/news-releases/time-s-up-for-zero-carbon-procrastination-decarbonize-now-or-be-left-in-the-dust--861626276.html

Date: 05/06/2023
Type: Launches
Event: Canderel Group launches Okkto across buildings.
URL: https://www.reminetwork.com/articles/may-marks-return-of-buyers-in-montreal/",Good,4
nevsun.com,147406,777,Manufacturing,0,,Good,0
gsr.com,262501,1177,Manufacturing,0,"Date: 29/08/2023
Type: acquires
Event: Nevsun Resources Ltd. acquired Reservoir Media, Inc for $365M on Jan 1st '16.
URL: https://stockhead.com.au/news/top-10-at-11-apollo-blasts-off-on-serbian-copper-deal-eml-up-on-revenue-gain/",Good,1
norandaincomefund.com,0,0,Finance,0,,Good,0
nalresources.com,72932,297,Software,0,"Date: 10/01/2023
Type: acquires
Event: Glencore plc acquires Noranda Income Fund for $39.3M.
URL: https://finance.yahoo.com/news/noranda-income-fund-unitholders-glencore-014200572.html",Good,1
treviusa.com,75358,409,Software,0,,Good,0
lowescanada.com,0,0,Manufacturing,0,,Good,0
ca.drakeintl.com,2185,15,Manufacturing,0,,Good,0
tbd-caeusainc.com,0,0,Insurance,0,,Good,0
ceragres.ca,27158,100,Media & Internet,0,,Good,0
stormresourcesltd.com,202525,27,Finance,0,,Good,0
nationex.com,70259,251,Manufacturing,0,,Good,0
bonterraenergy.com,203308,36,Finance,0,,Good,0
techmationelectic.com,0,0,Business Services,0,"Date: 20/08/2023
Type: hires
Event: Bonterra Energy Corp. hired Dave Humphreys as board of directors on Aug 21st '23.
URL: https://www.marketscreener.com/quote/stock/BONTERRA-ENERGY-CORP-1409231/news/Bonterra-Energy-Corp-Announces-Appointment-of-Dave-Humphreys-to-its-Board-of-Directors-44664720/

Date: 09/06/2023
Type: Partners With
Event: Bonterra Energy Corp. partners with 4Ocean, LLC.
URL: https://www.packaging-gateway.com/news/bonterra-4ocean-plastic-partnership/",Good,2
newchamplain.ca,0,0,Finance,0,,Good,0
belroncanada.com,297963,1200,Manufacturing,0,,Good,0
vulkanretail.com,36457,393,Manufacturing,0,,Good,0
encanteurscontinental.com,4706,12,Manufacturing,0,,Good,0
hartcoservice.com,17240,30,Software,0,,Good,0
sdgcorporation.ca,4284,4,Law Firms & Legal Services,0,,Good,0
gestiontermico.com,20934,50,Finance,0,,Good,0
polygonfire.com,5294,10,Business Services,0,,Good,0
royallepagevision.ca,2145,19,Business Services,0,,Good,0
tamarackhomes.com,4505,20,Business Services,0,,Good,0
toolplas.com,20084,91,Business Services,0,,Good,0
terrestarnetworks.com,0,0,Education,0,,Good,0
allstream.ca,0,0,Government,0,,Good,0
fnx-invo.com,0,0,Finance,0,,Good,0
ultracuts.ca,14789,77,Hospitals & Physicians Clinics,0,,Good,0
eacom.ca,633608,1200,Manufacturing,0,,Good,0
aw.ca,117721,99,Transportation,0,,Good,0
rightathomerealty.com,458000,5000,Manufacturing,0,"Date: 16/10/2023
Type: launches
Event: A&W launches A&W One Cup' program nationwide.
URL: https://muskoka411.com/aw-one-cup-leading-the-fight-against-single-use-cup-waste/

Date: 14/10/2023
Type: Launches
Event: A&W launches exchangeable and reusable cup program.
URL: https://fraservalleytoday.ca/2023/10/16/aw-launches-reusable-exchangeable-cup-program-to-tackle-single-use-cup-waste/

Date: 01/10/2023
Type: Launches
Event: A&W launched Chicken Crunchers across Canada on Oct 2nd '23.
URL: https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vZGFpbHloaXZlLmNvbS92YW5jb3V2ZXIvYXctY2hpY2tlbi1jcnVuY2hlcnMtY2FuYWRh0gEA?oc=5&hl=en-US&gl=US&ceid=US:en

Date: 01/09/2023
Type: Expands Offices To
Event: A&W expands offices to Philippines.
URL: https://www.mesabitribune.com/opinion/columnists/aurora-a-w-sylvia-maki-and-friends/article_d96b5076-4762-11ee-8f09-2fc75b273cea.html

Date: 01/09/2023
Type: Expands Offices To
Event: A&W expands offices to Malaysia.
URL: https://www.mesabitribune.com/opinion/columnists/aurora-a-w-sylvia-maki-and-friends/article_d96b5076-4762-11ee-8f09-2fc75b273cea.html",Good,5
richelieu.com,1302007,3000,"Energy, Utilities & Waste",0,,Excellent,0
ccmhockey.com,41755,423,Manufacturing,0,,Good,0
hallcon.com,218095,734,Business Services,0,"Date: 04/10/2023
Type: launches
Event: CCM Hockey launched limited edition CCM FT Ghost stick on Oct 5th '23.
URL: https://hockeyworldblog.com/2023/10/05/ccm-ft-ghost-stick/",Excellent,1
coastappliances.com,60786,286,Business Services,0,"Date: 12/04/2023
Type: hires
Event: Hallcon hired Mark Riordan as Chief Financial Officer on Apr 12th '23.
URL: https://www.prnewswire.com/news-releases/hallcon-corporation-hires-mark-riordan-as-chief-financial-officer-to-support-aggressive-growth-plans-301794806.html

Date: 10/04/2023
Type: Hires
Event: Hallcon hires John R. Stoiber as President & CEO.
URL: https://www.prnewswire.com/news-releases/hallcon-corporation-hires-mark-riordan-as-chief-financial-officer-to-support-aggressive-growth-plans-301794806.html

Date: 08/03/2023
Type: Invests Into Assets
Event: Hallcon invests into assets: Operations Center in Seattle, Washington, United States.
URL: https://www.prnewswire.com/news-releases/hallcon-accelerates-expansion-with-acquisition-of-operations-center-in-redmond-washington-301764784.html

Date: 21/02/2023
Type: Hires
Event: Hallcon hired Timothy P. Stanley as Chief Human Resources Officer on Feb 21st '23.
URL: https://www.prnewswire.com/news-releases/timothy-stanley-joins-hallcon-corporation-as-chief-human-resources-officer-to-support-scale-and-growth-301752321.html",Good,4
wynward.com,29429,128,Media & Internet,0,,Good,0
canac.ca,886667,4200,Hospitality,0,,Good,0
dillon.ca,154116,730,Business Services,0,,Good,0
thehydropothecary.com,10056,15,Insurance,0,"Date: 04/05/2023
Type: acquires
Event: Dillon Consulting Ltd. acquires Internat Energy Solutions Canada Inc.
URL: https://finance.yahoo.com/news/dillon-consulting-limited-acquires-internat-160000810.html

Date: 03/04/2023
Type: Partners With
Event: Plastics Pact partners with Dillon Consulting Ltd..
URL: https://plasticspact.ca/report-reuse-refill-in-canada-landscape-scan/",Excellent,2
Excelhomes.ca,25912,132,Manufacturing,0,,Good,0
bgis.com,2700000,7500,Software,0,,Good,0
feinc.com,2359,23,Business Services,0,"Type: *** Discover Insider ***
Event: Director IT Business Technology of Bgis, is interested in 7 Critical Reasons for Office 365 Backup in Canada.
",Good,0
naturalfactors.com,66501,197,"Energy, Utilities & Waste",0,,Good,0
homewoodhealth.com,660609,4500,Business Services,0,,Good,0
birchhillequity.com,33673,70,Manufacturing,0,"Date: 16/11/2023
Type: acquires
Event: Premierchoicegroup acquires Homewood Health Inc..
URL: https://www.bbinsurance.com/news/premier-choice-healthcare-acquires-homewood-health-ltd-and-margaret-clark-healthcare/

Date: 11/10/2023
Type: Hires
Event: Homewood Health Inc. hired Adam Kelly as Senior Vice-President of Strategic Partnerships on Oct 12th '23.
URL: https://finance.yahoo.com/news/homewood-health-welcomes-adam-kelly-155200387.html

Date: 10/10/2023
Type: Invests Into Assets
Event: Homewood Health Inc. invests into assets: Mobility Quotient assets.
URL: https://finance.yahoo.com/news/homewood-health-acquires-mobility-quotient-164800598.html

Date: 10/08/2023
Type: Partners With
Event: University of Alberta partners with Homewood Health Inc..
URL: https://www.ualberta.ca/human-resources-health-safety-environment/culture-and-well-being/mental-emotional-well-being/employee-and-family-assistance-program/index.html",Good,4
bouclair.com,278315,1043,Manufacturing,0,,Good,0
larco.ca,187093,677,Manufacturing,0,"Date: 30/05/2023
Type: launches
Event: Bouclair Inc. launches POS platform.
URL: https://www.retailtouchpoints.com/features/news-briefs/canadian-home-furnishings-retailer-bouclair-deploys-new-pos-solution",Good,1
earls.ca,411763,7000,Manufacturing,0,,Good,0
cloverdalepaint.com,471085,1000,Insurance,0,,Excellent,0
peacehillsinsurance.com,205614,220,Construction,0,"Type: *** Discover Insider ***
Event: Director Of IT of Cloverdalepaint, is interested in Office 365 Backup for Dummies in Canada.


Date: 27/08/2023
Type: Expands Offices In
Event: Cloverdale Paint Inc. expands offices in Joplin, Missouri, United States.
URL: https://hardlines.ca/gp_dailynews/cloverdale-paint-expands-its-operations-in-b-c/

Date: 27/08/2023
Type: Expands Facilities
Event: Cloverdale Paint Inc. expands facilities to Surrey, Canada.
URL: https://hardlines.ca/gp_dailynews/cloverdale-paint-expands-its-operations-in-b-c/",Good,2
globalexcel.com,210738,524,Manufacturing,0,,Good,0
groupedeschenes.com,536525,2571,Manufacturing,0,"Date: 26/04/2023
Type: partners_with
Event: Global Excel partners with Weecompany.
URL: https://globalexcel.com/global-excel-announces-strategic-partnership-with-weecompany/

Date: 20/02/2023
Type: Launches
Event: Global Excel launches features for TravelAID.
URL: https://www.globalexcel.com/global-excel-europe-announces-new-features-for-travelaid/",Good,2
burnco.com,79707,200,Manufacturing,0,,Good,0
icerivergreenbottleco.com,27187,173,Finance,0,"Date: 23/12/2022
Type: acquires
Event: BURNCO Rock Products Ltd acquired Actionreadymix on Dec 23rd '22.
URL: https://finance.yahoo.com/news/burnco-rock-products-acquires-action-160000847.html",Good,1
atomiccartoons.com,157746,600,Software,0,,Good,0
northrivermidstream.ca,0,0,Insurance,0,"Date: 03/10/2023
Type: is_developing
Event: Atomic Cartoons Inc. is developing 26 x 22-minute TV series on Oct 4th '19.
URL: https://kidscreen.com/2023/10/04/jazwares-picks-up-global-master-toy-rights-for-mermicorno-starfall/

Date: 11/05/2023
Type: Launches
Event: Atomic Cartoons Inc. launches Princess Power and Last Kids on Earth.
URL: https://animatedjobs.com/jobs/2d-storyboard-revisionist/",Good,2
re-trans.com,30026,191,Business Services,0,,Good,0
yamaha-motor.ca,48467,189,Manufacturing,0,,Good,0
concordpacific.com,7319,20,Hospitals & Physicians Clinics,0,"Date: 13/08/2023
Type: launches
Event: Yamaha Motor Canada Ltd. launches all-new 1.9L High Output marine engine.
URL: https://www.powerboating.com/yamaha-introduces-1-9l-high-output-marine-engine-for-yamaha-boats-and-waverunners/

Date: 10/08/2023
Type: Launches
Event: Yamaha Motor Canada Ltd. launches Sport Touring range, the 2024 TRACER 9 GT+.
URL: https://www.cyclecanadaweb.com/2023/08/10/yamaha-unveils-new-sport-touring-flagship-tracer-9-gt-along-with-updated-tenere-700-additional-2024-models/

Date: 05/07/2023
Type: Launches
Event: Yamaha Motor Canada Ltd. launches F9.9, F25, T9.9 and T25.
URL: https://www.powerboating.com/yamahas-pearlescent-white-outboard-lineup-is-growing/

Date: 19/05/2023
Type: Launches
Event: Yamaha Motor Canada Ltd. launched MORO 07 30 th Anniversary Edition on Jan 1st '93.
URL: https://www.cyclecanadaweb.com/2023/05/24/yamaha-power-asist-bicycles-celebrates-30-years-ydx-moro-07-30th-anniversary-edition/

Date: 03/02/2023
Type: Launches
Event: Yamaha Motor Canada Ltd. launches list of 34 elite dealers.
URL: https://www.powerboating.com/yamaha-motor-canada-names-elite-dealers/",Good,5
novabus.com,651183,1500,Manufacturing,0,"Date: 20/06/2023
Type: partners_with
Event: Honda Celebration of Light partnered with Concord Pacific on Jan 1st '23.
URL: https://dailyhive.com/vancouver/concord-pacific-patio-honda-celebration-of-light

Date: 01/05/2023
Type: Partners With
Event: Cycling BC partnered with Concord Pacific on Jan 1st '23.
URL: https://cyclingbc.net/news/2023/05/02/registration-is-open-for-the-3rd-annual-tour-de-concord-vancouver-june-10th/

Date: 27/02/2023
Type: Is Developing
Event: Concord Pacific is developing Plaza of Nations site.
URL: https://www.falsecreekflats.com/blog/2023/02/28/neighbourhood-energy-utility-false-creek-flats-vancouver-renewable-sutainability-engineering/

Date: 12/02/2023
Type: Partners With
Event: City of Vancouver partners with Concord Pacific.
URL: https://www.urbanyvr.com/concord-pacific-bc-housing-city-of-vancouver-661-units-of-non-market-housing-moves-forward/",Good,4
onni.com,822389,1292,Construction,0,"Date: 25/08/2023
Type: has_issues_with
Event: Nova Bus Inc. had issues with potential battery problem on Aug 24th '23.
URL: https://www.wuwm.com/2023-08-25/milwaukee-county-halts-electric-buses-on-brt-talks-about-other-changes-actual-and-potential

Date: 03/08/2023
Type: Decreases Headcount By
Event: Nova Bus Inc. decreased headcount by 350 on Jun 27th '23.
URL: https://www.wamc.org/news/2023-08-03/pharmaceutical-company-announces-closure-of-plattsburgh-manufacturing-plant

Date: 25/06/2023
Type: Closes Offices In
Event: Nova Bus Inc. closed offices in New York, New York, United States on May 26th '23.
URL: https://www.upi.com/Top_News/US/2023/06/21/nova-bus-to-shut-down-new-york-facility/5481687374739/

Date: 20/06/2023
Type: Closes Offices In
Event: Nova Bus Inc. will close offices in Plattsburgh, New York, United States on Jan 1st '25.
URL: https://www.wamc.org/news/2023-06-22/employees-and-regional-officials-look-to-future-after-nova-bus-announces-closure-of-plattsburgh-manufacturing-plant

Date: 12/05/2023
Type: Hires
Event: Nova Bus Inc. hires Weissburg.
URL: https://www.rocktoroad.com/volvo-group-appoints-new-president-of-mack-trucks/?utm_source=rss&utm_medium=rss&utm_campaign=volvo-group-appoints-new-president-of-mack-trucks",Good,5
championironmines.com,0,0,Education,0,"Date: 10/05/2023
Type: invests_into_assets
Event: Onni Group invested into assets: 670 apartments in the amount of $67.9M in Long Beach, California, United States on Jan 1st '22.
URL: https://www.globest.com/2023/05/10/redo-of-cityplace-mall-in-long-beach-moves-forward/?slreturn=20230416234824

Date: 10/05/2023
Type: Invests Into Assets
Event: Onni Group invested into assets: Marina Shores shopping center in the amount of $67.9M in Long Beach, California, United States on Jan 1st '22.
URL: https://www.globest.com/2023/05/10/redo-of-cityplace-mall-in-long-beach-moves-forward/?slreturn=20230410193808

Date: 03/05/2023
Type: Acquires
Event: Onni Group acquired Paseo on May 3rd '22.
URL: https://www.bollyinside.com/news/arts-and-culture/daily-news-pasadena-chalk-festival-returns-to-convention-center-plaza/

Date: 24/04/2023
Type: Partners With
Event: Mosinoone partners with Onni Group.
URL: https://mosinoone.com/news/tpost/ariy4vtmr1-mosinos-another-amazing-project-with-the

Date: 09/02/2023
Type: Partners With
Event: Naiopwa partners with Onni Group.
URL: https://www.naiopwa.org/index.php?option=com_dailyplanetblog&view=entry&year=2023&month=02&day=09&id=195:naiopwa-real-estate-challenge-partners-with-lihi-and-onni-group-for-2023-competition",Good,5
fmigroup.ca,473526,7000,Construction,0,,Good,0
mainframe.ca,58640,387,Insurance,0,"Date: 07/06/2023
Type: recognized_as
Event: FMI Group recognized as 2023 Best Workplaces in Retail & Hospitality.
URL: https://fmigroup.ca/2023/06/07/franchise-management-inc-has-been-recognized-on-the-2023-best-workplaces-in-retail-hospitality/",Good,1
fyidoctors.com,198808,2800,Law Firms & Legal Services,0,"Date: 08/11/2023
Type: hires
Event: Mainframe hires Julia Franklin as executive director.
URL: https://www.businessrecord.com/wdm-chamber-announces-winners-of-best-of-the-west-awards/",Good,1
mondou.com,105139,700,Real Estate,0,"Date: 29/05/2023
Type: recognized_as
Event: FYidoctors recognized as Best Managed Companies designation.
URL: https://fyihealthgroup.com/best-managed-company/",Good,1
grtouchette.com,211336,1000,Law Firms & Legal Services,0,"Date: 17/12/2022
Type: launches
Event: Mondou launches Access Plus.
URL: https://montrealgazette.com/sponsored/life-sponsored/building-the-future-of-mondou",Good,1
icipneutouchette.ca,952,6,Construction,0,"Date: 10/07/2023
Type: acquires
Event: Groupe Touchette inc. acquired Fast Co on Jul 11th '23.
URL: https://www.canadianmanufacturing.com/manufacturing/groupe-touchette-acquires-fastco-canada-293108/?utm_source=rss&utm_medium=rss&utm_campaign=groupe-touchette-acquires-fastco-canada

Date: 05/07/2023
Type: Partners With
Event: Pivotree Inc. partnered with Groupe Touchette inc. on Jul 5th '23.
URL: https://erp.today/pivotree-creates-new-b2b-customer-portal-with-groupe-touchette/",Good,2
idfoods.com,74452,350,Manufacturing,0,,Good,0
sekuremerchants.com,5155563,1000,Education,0,"Date: 07/10/2023
Type: launches
Event: I-D Foods Corporation launches iD Twist.
URL: https://retailupdates.news/2023/10/07/butter-stick-launched-by-id-foods/

Date: 09/05/2023
Type: Launches
Event: I-D Foods Corporation launches Made of Makers programme: Tokio Myers.
URL: https://i-d.vice.com/en/article/7kx77d/jaeger-lecoultre-tokio-myers-event

Date: 07/02/2023
Type: Hires
Event: I-D Foods Corporation hired Gilles as Director of Marketing on Jan 1st '06.
URL: https://idfoods.com/news/2023-executive-promotions

Date: 07/02/2023
Type: Hires
Event: I-D Foods Corporation hired Marie-Eve as Junior & Senior Brand Manager on Dec 3rd '07.
URL: https://idfoods.com/news/2023-executive-promotions",Good,4
versatile.media,1395,7,Manufacturing,0,,Good,0
gayleafoods.com,418230,968,Transportation,0,,Good,0
jamindustries.com,400000,373,Insurance,0,,Good,0
roxboro.ca,34656,171,Agriculture,0,,Excellent,0
patiointeractive.com,2446,8,Telecommunications,0,,Good,0
steeleauto.com,485556,2300,Business Services,0,,Good,0
carerxhealth.com,3995,20,Software,0,"Date: 06/06/2023
Type: acquires
Event: Steele Auto Group acquires Trucks, Inc..
URL: https://canadianautodealer.ca/2023/06/steele-auto-group-enters-heavy-truck-market-with-new-acquisition/",Good,1
atrium-bio.com,0,0,Finance,0,,Good,0
birchcliffenergy.com,744549,204,Construction,0,,Good,0
